runtime
30717
3819
35322
22484
20604
31973
50597
10858
31021
50802
22867
20379
10994
10935
25466
45264
40219
16271
65420
30234
10951
23533
3276
40680
26016
52927
21061
41263
6468
50252
20217
25240
20856
42453
11823
50203
40205
12001
22301
40728
20164
31244
20315
11924
24520
6468
3163
22578
31762
42238
1713
31451
21244
21902
1878
45250
23630
30198
40865
30667
35621
22925
20750
1072
25622
41325
31749
1799
22936
45789
13824
51492
50186
20699
21094
22357
45339
12552
21062
10478
4039
25187
11868
11879
65183
11888
31128
7980
31379
13148
55218
31664
11891
40223
11881
50215
25188
40402
30686
40220
21039
11726
41662
16636
12203
50714
27698
20412
11518
35217
70179
20521
41285
20928
45158
11160
65221
12413
16694
21614
45381
30794
30945
21020
20173
20309
11179
35613
28215
25579
60397
31514
10810
65175
23795
40089
11532
26431
21727
25199
31227
40917
20182
22711
26345
20883
30247
40769
24711
12523
2973
31952
12509
41429
26768
16199
21468
16098
21182
10912
50711
21281
31075
1836
20845
42201
11492
25391
30681
30727
30699
20687
47671
40415
23037
20710
10767
13422
26992
23416
25785
21473
51733
30601
31679
11885
46436
36308
15182
20454
27690
65904
50190
21243
23287
25334
60295
13301
20587
21471
20762
30669
20625
20290
30576
21885
30958
30327
27690
10443
31848
13767
21065
20882
32679
797
12551
30880
40463
25196
32848
10757
62178
21546
31094
22472
31916
20874
24047
22722
32376
21230
21203
40089
20803
7431
11115
22100
45514
23189
10226
16614
16502
12859
6555
26418
60875
23417
31971
22317
12063
21700
40276
6336
13089
31813
20447
26603
15194
21415
32742
51424
40225
15308
40513
40502
25190
24549
32236
41099
21194
40887
30925
30316
21224
22432
12948
22940
10189
40818
21094
3324
32301
46844
35378
11843
30957
51048
11601
22119
65146
30602
30974
21997
3518
20267
32065
20832
21110
16369
3628
20221
21484
20853
15337
40504
25818
31524
21887
43987
30722
12545
6510
60381
15688
41488
2368
30250
32172
42769
12115
35703
13457
35443
40315
25505
10613
31103
50172
22902
30793
2039
60802
50170
25731
16897
16216
10812
23530
11438
10260
21016
30215
10549
40262
6379
11826
61381
41537
51461
41497
20925
11920
11427
10991
26213
2851
45350
25902
26352
1127
3164
4246
31755
22902
23100
50859
20944
25840
21421
22534
21653
45189
22258
32725
27375
26844
31421
25570
18378
31526
40179
32088
21483
10431
21647
30641
40199
12207
27662
33191
20472
12154
46620
21358
20675
25366
40755
55243
11726
15554
51305
40935
23200
50649
10815
20732
7751
60704
11052
22609
22776
20400
36258
21035
25636
50602
3045
40755
40776
30371
12922
13402
21032
41913
37902
3842
25314
2102
46448
20975
30630
3805
12844
52179
21216
40294
22189
40600
25332
26489
2730
22835
20323
22036
15873
20749
21558
11047
11896
22008
25173
30337
20614
4050
46782
50631
30714
12025
15642
21522
46421
40662
30234
20246
21558
30417
21524
25400
41795
25218
2708
20375
41567
1786
40217
26631
40584
51314
3767
50164
21342
13621
10329
11863
16348
21156
30571
21441
21352
43217
12678
26164
21870
26656
40176
50259
30250
20576
30232
11789
31086
20965
21667
41908
22935
45181
21494
31242
21630
55757
21809
33775
41095
22625
2911
21598
21838
30779
21142
4337
45364
13222
25247
21850
30454
25494
17920
36802
26415
15172
22584
21064
3868
21961
31769
45384
50153
3557
16200
31603
46279
20753
45714
31484
30648
40340
20677
45228
30206
21544
51450
25268
30670
23358
40804
13251
15333
5283
42221
30973
11838
30220
50298
31581
23446
22049
21385
41557
13496
11216
31374
53614
30816
12143
31863
31050
41822
21476
2119
20167
12584
50514
31040
41997
20688
11554
21591
21742
4047
31335
10904
22376
22091
10344
40251
2219
40612
31650
50964
21553
40663
42255
16601
11891
25187
12299
40248
25626
42368
42688
1532
26672
31232
11359
51242
11160
60349
31048
17867
21436
31826
50735
41522
2329
50164
20638
16179
41540
20352
40407
30581
21486
21704
35684
16997
25209
21044
31536
11081
32708
40264
41354
12325
23327
22658
10891
31785
41958
40319
31497
15381
45306
30201
20174
2257
42259
51380
12633
31882
35672
27091
31638
31630
26516
20507
55200
21872
50150
31218
40552
11629
45180
21655
26532
20254
12308
31889
21637
30849
12507
31138
15206
61202
55514
55209
55244
30578
31886
50677
11906
30169
30861
41096
26745
12753
41769
26229
45668
25442
45232
30296
4950
11490
21972
40610
21125
30771
16129
27729
25296
20176
26264
41854
42636
21348
20956
26880
20217
10708
22194
21529
50761
1773
46895
15351
31471
20721
30406
22937
30663
22153
22977
30676
30217
10644
25940
18331
31109
6355
30776
31446
23195
41601
15877
25683
22284
21052
7726
26895
31454
12210
11098
32087
20241
30243
41762
11233
11719
25382
21238
30645
31540
65166
21657
11063
13113
46622
31624
13513
21176
20964
12501
45127
2127
26317
22128
3493
45198
1803
21263
31901
36445
12275
20836
20398
25328
24100
31100
16041
50553
35336
40607
41388
35253
11964
46526
21177
10398
65495
20376
21241
21806
41434
30450
11742
22475
1841
20981
35214
36633
65217
20852
12304
22920
65656
17092
26056
10748
51722
21014
26982
11918
20980
12502
20852
27192
50715
61119
61214
42564
32715
31097
20314
26774
26011
26655
45415
51509
45488
51625
46631
21664
17390
30423
12824
51224
32750
22208
61883
25960
37063
2937
31612
25397
25671
11397
42033
17208
25670
50621
51745
40948
23344
31003
12456
27266
24351
40832
45588
43468
31442
20230
15327
22090
21654
1896
25435
26319
40653
1206
31559
26115
20723
40845
20719
61343
20780
3642
31666
45321
12558
45157
46467
20377
60847
41475
30236
46460
5894
21022
31553
30420
21768
41779
21885
21732
20665
22158
20895
40152
31026
25495
31072
41518
24315
30199
41701
55437
21777
30630
60589
40262
20626
11505
